CTF ids,CTF URLs,Rating,Tags,Task Id,Task Name,Competition,Title
1187,http://0xawes0me.github.io/writeups/2014/07/26/stego75-pwnium/,,stego,1158,Matter of combination, Pwnium CTF 2014 ,CTFtime.org / Pwnium CTF 2014 / Matter of combination / Writeup
5622,http://www.aucyberclub.org/blog/2017/02/12/alexctfcr1writeup.html,,,3347,CR1 Ultracoded, AlexCTF ,CTFtime.org / AlexCTF / CR1 Ultracoded / Writeup
9016,https://fireshellsecurity.team/neverlan-json1/,,,5441,JSON parsing 1, NeverLAN CTF 2018 ,CTFtime.org / NeverLAN CTF 2018 / JSON parsing 1 / Writeup
4669,https://github.com/JhinSu/CSAW-2016-Write-Ups/tree/master/Forensics/evidence.zip,,,2798,evidence.zip, CSAW CTF Qualification Round 2016 ,CTFtime.org / CSAW CTF Qualification Round 2016 / evidence.zip / Writeup
5785,https://warrenpaulus.wordpress.com/2017/02/24/nullcon-hackim-2017-crypto-1/,,bitcoin,3391,Crypto 1, nullcon HackIM   ,CTFtime.org / nullcon HackIM   / Crypto 1 / Writeup
11155,https://github.com/Sinkmanu/CTF/tree/master/CSAW-CTF-Quals-2018-shell-%3Ecode,,pwn,6644,shell-&gt;code, CSAW CTF Qualification Round 2018 ,CTFtime.org / CSAW CTF Qualification Round 2018 / shell-&gt;code / Writeup
4577,https://github.com/p4-team/ctf/tree/master/2016-10-23-ectf/misc_150,,sudoku,2982,number_place, ECTF 2016 ,CTFtime.org / ECTF 2016 / number_place / Writeup
1213,http://bilkentsec.wordpress.com/2014/09/28/su-ctf-2014-qualifications-iran-pro-league/,,,1231,Iran Pro League, Sharif University CTF 2014 ,CTFtime.org / Sharif University CTF 2014 / Iran Pro League / Writeup
7091,https://hgarrereyn.gitbooks.io/th3g3ntl3man-ctf-writeups/content/2017/SHA2017CTF/problems/pwnable/megan-35/,,,4422,Megan-35, SHA2017 CTF ,CTFtime.org / SHA2017 CTF / Megan-35 / Writeup
5266,http://rootinthemiddle.org/write-up-reverse-50-my-first-reverse/,5,reverse,3104,My first reverse, GreHack CTF 2016 ,CTFtime.org / GreHack CTF 2016 / My first reverse / Writeup
1250,http://ctfcrew.org/writeup/76,,crypto,1260,Mining Your Rs and Ss, Sharif University CTF 2014 ,CTFtime.org / Sharif University CTF 2014 / Mining Your Rs and Ss / Writeup
8945,https://gist.github.com/vonKrafft/9b795e13c7105f5135910eeb0f7def51,,crypto,5405,simpleDES, TAMUctf 18 ,CTFtime.org / TAMUctf 18 / simpleDES / Writeup
2684,https://github.com/WesternCyber/CTF-WriteUp/blob/master/2016/Internetwache/Misc/Misc70.md,,,2071,Misc 70 - Rock With The Wired Shark, Internetwache CTF 2016 ,CTFtime.org / Internetwache CTF 2016 / Misc 70 - Rock With The Wired Shark / Writeup
6480,https://habrahabr.ru/post/327290/,4,,4027,Reverse The Snake, YUBITSEC CTF 2017 ,CTFtime.org / YUBITSEC CTF 2017 / Reverse The Snake / Writeup
1282,http://ctfcrew.org/writeup/80,,,1243,Secure Coding, Sharif University CTF 2014 ,CTFtime.org / Sharif University CTF 2014 / Secure Coding / Writeup
4932,https://github.com/SST-CTF/writeups/tree/master/Juniors%20CTF/Clone%20Attack,,,3154,Clone Attack, Juniors CTF 2016 ,CTFtime.org / Juniors CTF 2016 / Clone Attack / Writeup
6165,https://grocid.net/2017/04/03/confidence-ds-ctf-17-public-key-infrastructure/,5,,3796,Public Key Infrastructure, Teaser CONFidence CTF 2017 ,CTFtime.org / Teaser CONFidence CTF 2017 / Public Key Infrastructure / Writeup
445,http://f00l.de/blog/ebctf-teaser-2013-cry100/,,,500,crypto100, EBCTF Teaser 2013 ,CTFtime.org / EBCTF Teaser 2013 / crypto100 / Writeup
1326,https://github.com/pwning/public-writeup/blob/master/bkp2015/pwn400-alewife/writeup.md,,,1393,Alewife, Boston Key Party CTF 2015 ,CTFtime.org / Boston Key Party CTF 2015 / Alewife / Writeup
5129,https://galhacktictrendsetters.wordpress.com/2016/12/21/sharifctf-7-radio-intelligence/,,,3240,Radio Intelligence, SharifCTF 7 ,CTFtime.org / SharifCTF 7 / Radio Intelligence / Writeup
6215,https://grocid.net/2017/04/08/asis-ctf17/,,,3824,A fine OTP server, ASIS CTF Quals 2017 ,CTFtime.org / ASIS CTF Quals 2017 / A fine OTP server / Writeup
7975,,5,crypto,4849,Secret Server, HITCON CTF 2017 Quals ,CTFtime.org / HITCON CTF 2017 Quals / Secret Server / Writeup
8156,https://github.com/Ov3rflow/TUCTF/tree/master/funmail2.0,,hopper,4980,Funmail2.0, TUCTF 2017 ,CTFtime.org / TUCTF 2017 / Funmail2.0 / Writeup
8593,https://github.com/phieulang1993/ctf-writeups/tree/master/2018/AceBearSecurityContest/pwn/lolgame,,,5210,lolgame, AceBear Security Contest 2018 ,CTFtime.org / AceBear Security Contest 2018 / lolgame / Writeup
10185,https://github.com/ZhangZhuoSJTU/MyCTF/tree/master/2018/0CTF_Final/zeroftp,5,,6157,vtp2, 0CTF,CTFtime.org / 0CTF/TCTF 2018 Finals / vtp2 / Writeup
4676,https://github.com/Alaska47/HackTheVote-2016-Writeups/blob/master/forensics/150-Warp-Speed/README.md,1,forensics,3032,Warpspeed, Hack The Vote 2016 ,CTFtime.org / Hack The Vote 2016 / Warpspeed / Writeup
3035,https://github.com/epicleet/write-ups-2016/tree/pwn2win-ctf-2016/pwn2win-ctf-2016/reverse/Auswahlen-120,,    &lt;/div&gt;,2239,Auswählen, Pwn2Win CTF 2016 ,CTFtime.org / Pwn2Win CTF 2016 / Auswählen / Writeup
2025,https://en.internetwache.org/hacklu-ctf-2015-writeups-22-10-2015/,,,1784,PHP Golf, Hack.lu CTF 2015 ,CTFtime.org / Hack.lu CTF 2015 / PHP Golf / Writeup
2882,https://github.com/p4-team/ctf/blob/master/2016-03-12-0ctf/boomshakalaka/README.md,,library,2146,boomshakalaka, 0CTF 2016 Quals ,CTFtime.org / 0CTF 2016 Quals / boomshakalaka / Writeup
4727,,,,3073,Crypto 200_5, Qiwi-Infosec CTF-2016 ,CTFtime.org / Qiwi-Infosec CTF-2016 / Crypto 200_5 / Writeup
11526,https://github.com/flawwan/CTF-Writeups/blob/master/inCTF2018/torpy.md,,web,6735,TorPy, InCTF 2018 ,CTFtime.org / InCTF 2018 / TorPy / Writeup
6279,http://blog.ebfe.dk/ctf/2017/04/10/asis2017-crc/,,pwntools,3845,CRC, ASIS CTF Quals 2017 ,CTFtime.org / ASIS CTF Quals 2017 / CRC / Writeup
3738,https://github.com/73696e65/ctf-notes/blob/master/2016-IceCTF/Slickserver-Pwn-140.py,,,2661,Slickserver, IceCTF 2016 ,CTFtime.org / IceCTF 2016 / Slickserver / Writeup
7597,https://teamrocketist.github.io/2017/09/19/Forensics-CSAW-Missed-Registration/,,pcap,4658,Missed Registration, CSAW CTF Qualification Round 2017 ,CTFtime.org / CSAW CTF Qualification Round 2017 / Missed Registration / Writeup
8060,https://pwning.re/2017/11/19/hxp-flag-store/,5,seccomp,4948,hardened_flag_store, hxp CTF 2017 ,CTFtime.org / hxp CTF 2017 / hardened_flag_store / Writeup
5181,https://github.com/Migdalo/writeups/tree/master/2016-3ds-ctf/quacker_oatmeal,,usb,3269,QUACKer Oatmeal," The 318br, DESEC, and SucuriHC Capture The Flag (3DSCTF) ","CTFtime.org / The 318br, DESEC, and SucuriHC Capture The Flag (3DSCTF) / QUACKer Oatmeal / Writeup"
448,http://www.blue-lotus.net/ebctf-2013-crypto-writeup/,,,500,crypto100, EBCTF Teaser 2013 ,CTFtime.org / EBCTF Teaser 2013 / crypto100 / Writeup
2983,https://losfuzzys.github.io/writeup/2016/03/30/bostonkeyparty-more-like-zkp/,,,2145,More Like ZKP, Boston Key Party CTF 2016 ,CTFtime.org / Boston Key Party CTF 2016 / More Like ZKP / Writeup
9624,https://jbzteam.github.io/inshack2018/Curler,,,5771,Curler, INS&#39;hAck 2018 ,CTFtime.org / INS&#39;hAck 2018 / Curler / Writeup
3126,https://pequalsnp-team.github.io/writeups/failed_compression,,forensics,2258,Failed Compression, sCTF 2016 Q1 ,CTFtime.org / sCTF 2016 Q1 / Failed Compression / Writeup
6610,http://pequalsnp-team.github.io/writeups/FOR-225-Lost-File,5,forensics,4114,Lost File, Insomni&#39;hack teaser 2017 ,CTFtime.org / Insomni&#39;hack teaser 2017 / Lost File / Writeup
4252,https://utdcsg.github.io/csaw-quals16/forensics/clamsdontdance.html,,,2799,Clams Don&#39;t Dance, CSAW CTF Qualification Round 2016 ,CTFtime.org / CSAW CTF Qualification Round 2016 / Clams Don&#39;t Dance / Writeup
6558,https://youtu.be/q3z1MwEBy7A,,pwn,4020,pwn2, TAMUctf 2017 ,CTFtime.org / TAMUctf 2017 / pwn2 / Writeup
5955,https://gist.github.com/rick2600/ae2af7ffd33a17836f06ce191f643b26,,rop,3586,char, 0CTF 2017 Quals ,CTFtime.org / 0CTF 2017 Quals / char / Writeup
227,http://blog.w4kfu.com/post/crunchtime,,,235,Crunch Time, Ghost in the Shellcode 2013 ,CTFtime.org / Ghost in the Shellcode 2013 / Crunch Time / Writeup
4543,https://nacayoshi00.wordpress.com/2016/10/28/ekoparty-ctf-2016-writeup/,,,3001,Mr. Robot, EKOPARTY CTF 2016 ,CTFtime.org / EKOPARTY CTF 2016 / Mr. Robot / Writeup
1457,https://github.com/smokeleeteveryday/CTF_WRITEUPS/tree/master/2015/ASISCTF/reversing/leach,,,1500,Leach, ASIS CTF Quals 2015 ,CTFtime.org / ASIS CTF Quals 2015 / Leach / Writeup
8832,https://pgodultimate.gitbooks.io/easyctf-2018-writeups/content/programming/exclusive.html,,python3,5332,Programming: Exclusive, EasyCTF IV ,CTFtime.org / EasyCTF IV / Programming: Exclusive / Writeup
2958,https://0x90r00t.com/2016/03/28/pwn2win-2016-forensics-80-samuel-riff-breese-write-up/,,,2195,SAMUEL RIFF BREESE, Pwn2Win CTF 2016 ,CTFtime.org / Pwn2Win CTF 2016 / SAMUEL RIFF BREESE / Writeup
4699,https://www.incertia.net/blog/csaw-finals-2016-linq-to-the-present-100/,1,,3047,linq, CSAW CTF Final Round 2016 ,CTFtime.org / CSAW CTF Final Round 2016 / linq / Writeup
464,https://rdot.org/forum/showthread.php?t=2764,,,516,wolfram beta, Boston Key Party CTF 2013 ,CTFtime.org / Boston Key Party CTF 2013 / wolfram beta / Writeup
3224,https://github.com/ret2libc/ctfs/tree/master/googlectf2016/forced_puns,,,2341,Forced Puns, Google Capture The Flag 2016 ,CTFtime.org / Google Capture The Flag 2016 / Forced Puns / Writeup
7864,,,pwn,4796,Warehouse, Pwn2Win CTF 2017 ,CTFtime.org / Pwn2Win CTF 2017 / Warehouse / Writeup
6282,https://github.com/Kung-Pao-Chicken/ctf/tree/master/2017_ASIS_CTF/reverse_king_cobra,,,3849,King Cobra, ASIS CTF Quals 2017 ,CTFtime.org / ASIS CTF Quals 2017 / King Cobra / Writeup
9840,https://github.com/p4-team/ctf/tree/master/2018-04-21-starctf/milktea,,re,5970,milktea, *CTF 2018 ,CTFtime.org / *CTF 2018 / milktea / Writeup
8720,http://blog.redrocket.club/2018/02/11/Harekaze-3EasyCrypto/,4,crypto,5292,Fight, Harekaze CTF 2018 ,CTFtime.org / Harekaze CTF 2018 / Fight / Writeup
8585,http://mohamed-chamli.me/blog/acebear%202018/Url-Parameter,,,5205,Url Parameter, AceBear Security Contest 2018 ,CTFtime.org / AceBear Security Contest 2018 / Url Parameter / Writeup
2831,https://0day.work/sunshine-ctf-2016-writeups/#thatsnomoon,,,2121,That&#39;s No Moon, Sunshine CTF 2016 ,CTFtime.org / Sunshine CTF 2016 / That&#39;s No Moon / Writeup
9204,https://github.com/Beers4Flags/writeups/tree/master/2018/angstrom/crypto/ssh,,,5563,ssh, ångstromCTF 2018 ,CTFtime.org / ångstromCTF 2018 / ssh / Writeup
9466,https://tipi-hack.github.io/2018/04/01/quals-NDH-18-Wawacoin.html,5,,5670,WawaCoin, Nuit du Hack CTF Quals 2018 ,CTFtime.org / Nuit du Hack CTF Quals 2018 / WawaCoin / Writeup
9897,https://0xd13a.github.io/ctfs/asis2018/density/,,,6035,Density, ASIS CTF Quals 2018 ,CTFtime.org / ASIS CTF Quals 2018 / Density / Writeup
2556,https://github.com/0xbkth/ctf/blob/master/IW/coding90/writeup.md,,,2070,Code 90 - Dark Forest, Internetwache CTF 2016 ,CTFtime.org / Internetwache CTF 2016 / Code 90 - Dark Forest / Writeup
8303,,,,5052,Simon and Speck Block Ciphers, SECCON 2017 Online CTF ,CTFtime.org / SECCON 2017 Online CTF / Simon and Speck Block Ciphers / Writeup
8668,http://www.wagiro.com/archivos/397,,reversing,5244,Welcome to droid, Codegate CTF 2018 Preliminary ,CTFtime.org / Codegate CTF 2018 Preliminary / Welcome to droid / Writeup
403,https://twitter.com/FluxReiners/status/338653047410532353,,,461,secure web, SECUINSIDE CTF Quals 2013 ,CTFtime.org / SECUINSIDE CTF Quals 2013 / secure web / Writeup
2616,http://losfuzzys.github.io/writeup/2016/02/07/sharifctf2016-sec-coding2/,,,2052,Sec-Coding 2, Sharif University CTF 2016 ,CTFtime.org / Sharif University CTF 2016 / Sec-Coding 2 / Writeup
5517,http://fadec0d3.blogspot.com/2017/02/alexctf-2017-crypto.html,1,,3347,CR1 Ultracoded, AlexCTF ,CTFtime.org / AlexCTF / CR1 Ultracoded / Writeup
4463,https://github.com/gluxon/CyberSEED-2016-Writeups/blob/master/Cipher%20%233.md,,cryptography,2957,Cipher #3, UConn CyberSEED 2016 ,CTFtime.org / UConn CyberSEED 2016 / Cipher #3 / Writeup
7799,https://martinmelhus.com/squarectf-2017-writeup/,,,4748,Password Checker, Square CTF 2017 ,CTFtime.org / Square CTF 2017 / Password Checker / Writeup
2457,https://github.com/p4-team/ctf/tree/master/2016-02-05-sharif/misc_50_cheetah,,,2048,Asian Cheetah, Sharif University CTF 2016 ,CTFtime.org / Sharif University CTF 2016 / Asian Cheetah / Writeup
1421,https://github.com/smokeleeteveryday/CTF_WRITEUPS/tree/master/2015/VOLGACTF/pwn/database,,,1462,database, VolgaCTF 2015 Quals ,CTFtime.org / VolgaCTF 2015 Quals / database / Writeup
2682,https://github.com/WesternCyber/CTF-WriteUp/blob/master/2016/Internetwache/Exploit/Exp50.md,,,2065,Exp 50 - Ruby&#39;s count, Internetwache CTF 2016 ,CTFtime.org / Internetwache CTF 2016 / Exp 50 - Ruby&#39;s count / Writeup
7393,https://teamrocketist.github.io/2017/09/07/Pwn-Tokyo-Westerns-CTF-3rd-2017-Swap/,,pwn,4563,swap, Tokyo Westerns CTF 3rd 2017 ,CTFtime.org / Tokyo Westerns CTF 3rd 2017 / swap / Writeup
6032,https://git.fh-campuswien.ac.at/CampusCyberSecurityTeam/ctfs/blob/master/crypto/easyctf2017-decode-me.md,,crypto,3656,Decode Me, EasyCTF 2017 ,CTFtime.org / EasyCTF 2017 / Decode Me / Writeup
5955,https://gist.github.com/rick2600/ae2af7ffd33a17836f06ce191f643b26,,rop,3586,char, 0CTF 2017 Quals ,CTFtime.org / 0CTF 2017 Quals / char / Writeup
4146,https://shankaraman.wordpress.com/2016/09/18/csaw-ctf-2016-watchword-250-forensics/,,forensics,2801,Watchword, CSAW CTF Qualification Round 2016 ,CTFtime.org / CSAW CTF Qualification Round 2016 / Watchword / Writeup
1845,https://github.com/ByteBandits/writeups/tree/master/defcamp-quals-2015/exploit/e100/sudhackar,,bufferoverflow,1692,Password encrypting tool (Exploit 100), Defcamp CTF Qualification 2015 ,CTFtime.org / Defcamp CTF Qualification 2015 / Password encrypting tool (Exploit 100) / Writeup
3138,https://github.com/318br/sctf/blob/master/2016q1/RainOrShine/,,bash,2252,Rain or Shine, sCTF 2016 Q1 ,CTFtime.org / sCTF 2016 Q1 / Rain or Shine / Writeup
8669,https://github.com/Syngard/CTFs/tree/master/SharifCTF/client01,,Date add: 2018-01-24 06:10:53,5223,Client01, SharifCTF 8 ,CTFtime.org / SharifCTF 8 / Client01 / Writeup
2718,https://github.com/QuokkaLight/write-ups/blob/master/internetwache-ctf-2016/misc/misc90.md,,,2087,Misc 90 - BarParty, Internetwache CTF 2016 ,CTFtime.org / Internetwache CTF 2016 / Misc 90 - BarParty / Writeup
4048,https://github.com/ispoleet/ctf-writeups/tree/master/mma_ctf_2016/reverse_box,4,,2736,Reverse Box, Tokyo Westerns,CTFtime.org / Tokyo Westerns/MMA CTF 2nd 2016 / Reverse Box / Writeup
4282,,,,2557,Custom Authentication (Cryptography), ABCTF 2016 ,CTFtime.org / ABCTF 2016 / Custom Authentication (Cryptography) / Writeup
8611,https://amritabi0s.wordpress.com/2018/02/03/sharif-ctf-2018-crypto-writeups/,,crypto,5216,OSS Signature - Easy, SharifCTF 8 ,CTFtime.org / SharifCTF 8 / OSS Signature - Easy / Writeup
5498,https://0xd13a.github.io/ctfs/alexctf2017/unvm-me,,,3356,RE4:unVM me, AlexCTF ,CTFtime.org / AlexCTF / RE4:unVM me / Writeup
6902,https://gist.github.com/5unKn0wn/4de188c513a28fe8a1db7f61f95fbbf9,,reversing,4279,R-BOX, SECUINSIDE CTF Quals 2017 ,CTFtime.org / SECUINSIDE CTF Quals 2017 / R-BOX / Writeup
6651,https://github.com/pedroysb/ctf-writeups/tree/master/defcon-qualifier-2017/smashme,5,pwn,4107,smashme, DEF CON CTF Qualifier 2017 ,CTFtime.org / DEF CON CTF Qualifier 2017 / smashme / Writeup
2413,https://ctf.rip/sharifctf-2016-blocks-forensics-400-point-challenge/,,,2022,Blocks, Sharif University CTF 2016 ,CTFtime.org / Sharif University CTF 2016 / Blocks / Writeup
6923,http://pentahex.tk/writeups/polictf/rock_solid.html,4,crypto,4287,Rock Solid Cryptography, PoliCTF 2017 ,CTFtime.org / PoliCTF 2017 / Rock Solid Cryptography / Writeup
10430,https://github.com/p4-team/ctf/blob/master/2018-07-13-meepwn-ctf/crypto_old_school,5,coppersmith,6295,Old School, Meepwn CTF Quals 2018 ,CTFtime.org / Meepwn CTF Quals 2018 / Old School / Writeup
2804,https://0xabe.io/ctf/exploit/2016/03/07/Boston-Key-Party-pwn-Simple-Calc.html,,pwn,2104,Simple Calc, Boston Key Party CTF 2016 ,CTFtime.org / Boston Key Party CTF 2016 / Simple Calc / Writeup
4147,https://github.com/xPowerz/CTF-Writeups/tree/master/2016/CSAW/Fuzyll,,,2811,Fuzyll, CSAW CTF Qualification Round 2016 ,CTFtime.org / CSAW CTF Qualification Round 2016 / Fuzyll / Writeup
1946,https://github.com/p4-team/ctf/tree/master/2015-10-18-hitcon/misc_200_hardtosay#eng-version,,shell,1752,hard to say, HITCON CTF 2015 Quals ,CTFtime.org / HITCON CTF 2015 Quals / hard to say / Writeup
6134,https://blog.compass-security.com/2017/03/write-up-the-great-continuation/,,,3726,The Great Continuation, Insomni&#39;hack 2017 ,CTFtime.org / Insomni&#39;hack 2017 / The Great Continuation / Writeup
1835,https://github.com/p4-team/ctf/tree/master/2015-10-02-dctf/re_100_entry#eng-version,,,1691,Entry language - (Reverse 100), Defcamp CTF Qualification 2015 ,CTFtime.org / Defcamp CTF Qualification 2015 / Entry language - (Reverse 100) / Writeup
7575,https://github.com/ShellCollectingClub/csaw2017/tree/master/pilot,5,,4637,pilot, CSAW CTF Qualification Round 2017 ,CTFtime.org / CSAW CTF Qualification Round 2017 / pilot / Writeup
8067,,,rev,4930,Fibonacci, hxp CTF 2017 ,CTFtime.org / hxp CTF 2017 / Fibonacci / Writeup
7470,https://teamrocketist.github.io/2017/09/15/Web-SECTF-naughtyads/,,sqli,4612,Naughty ads, SEC-T CTF ,CTFtime.org / SEC-T CTF / Naughty ads / Writeup
1401,http://capturetheswag.blogspot.com.au/2015/04/plaidctf-curious-crypto-70-point.html,,,1438,curious, PlaidCTF 2015 ,CTFtime.org / PlaidCTF 2015 / curious / Writeup
6967,https://github.com/DDOS-Attacks/ctf-writeups/blob/master/2017/MeePwn%20CTF%201st%202017/Crypto/MATH/README.md,,,4322,|\/|/-\T|-| , MeePwn CTF 1st 2017 ,CTFtime.org / MeePwn CTF 1st 2017 / |\/|/-\T|-|  / Writeup
6092,https://github.com/ymgve/ctf-writeups/tree/master/volgactf2017quals/crypto250-casino,4,,3703,Casino, VolgaCTF 2017 Quals ,CTFtime.org / VolgaCTF 2017 Quals / Casino / Writeup
2448,https://0x90r00t.com/2016/02/03/hackim-2016crypto-500-crypto-question-5-write-up/,,,1996,Crypto 5, HackIM 2016 ,CTFtime.org / HackIM 2016 / Crypto 5 / Writeup
2887,http://dakutenpura.hatenablog.com/entry/2016/03/16/163631,,pwn,2155,BugBug, Codegate CTF 2016 Quals ,CTFtime.org / Codegate CTF 2016 Quals / BugBug / Writeup
7913,https://teamrocketist.github.io/2017/10/28/Electronics-Pwn2Win-Top-Secret/,5,electronics,4798,Top Secret, Pwn2Win CTF 2017 ,CTFtime.org / Pwn2Win CTF 2017 / Top Secret / Writeup
9302,https://fixme.ch/wiki/CTF/InsomniHack-2018/Spoke,,,5599,Spoke, Insomni&#39;hack 2018 ,CTFtime.org / Insomni&#39;hack 2018 / Spoke / Writeup
4974,https://github.com/tothi/ctfs/tree/master/seccon-quals-ctf-2016/randomware,5,forensics,3178,randomware, SECCON 2016 Online CTF ,CTFtime.org / SECCON 2016 Online CTF / randomware / Writeup
6396,https://hgarrereyn.gitbooks.io/th3g3ntl3man-ctf-writeups/content/2017/picoCTF_2017/problems/misc/Leaf_of_the_Tree/Leaf_of_the_Tree.html,,,3976,Leaf of the Tree, picoCTF 2017 ,CTFtime.org / picoCTF 2017 / Leaf of the Tree / Writeup
7703,http://maroueneboubakri.blogspot.fr/2017/10/defcamp-ctf-qualification-2017-chio.html,4,rev,4717,Chio, DefCamp CTF Qualification 2017 ,CTFtime.org / DefCamp CTF Qualification 2017 / Chio / Writeup
2265,https://github.com/ctfs/write-ups-2015/tree/master/32c3-ctf-2015/misc/gurke-300,,,1952,gurke, 32C3 CTF ,CTFtime.org / 32C3 CTF / gurke / Writeup
3301,http://www.slideshare.net/sehanlee7/googlectf-2016-wallowing-wallabies-part-one-writeup-verkorean,,googlectf,2323,Wallowing Wallabies - Part One, Google Capture The Flag 2016 ,CTFtime.org / Google Capture The Flag 2016 / Wallowing Wallabies - Part One / Writeup
11941,https://blog.pspaul.de/posts/hacklu-ctf-2018-petite-prison/,,pwn,6867,Petite Prison, Hack.lu CTF 2018 ,CTFtime.org / Hack.lu CTF 2018 / Petite Prison / Writeup
3554,http://bryceandress.github.io/2016/04/11/sctf2016-when-in-rome.html,,crypto,2250,When in Rome, sCTF 2016 Q1 ,CTFtime.org / sCTF 2016 Q1 / When in Rome / Writeup
9581,https://rrreeezzz.github.io/ctf/2018/04/08/inshack-ctf-gcorp-stage-1-and-2.html,,,5759,GCorp - Stage 1, INS&#39;hAck 2018 ,CTFtime.org / INS&#39;hAck 2018 / GCorp - Stage 1 / Writeup
7577,https://github.com/pwilthew/CTF-Write-Ups/tree/master/CSAW2017-Serial#solution,,scripting,4665,Serial, CSAW CTF Qualification Round 2017 ,CTFtime.org / CSAW CTF Qualification Round 2017 / Serial / Writeup
5788,https://losfuzzys.github.io/writeup/2017/02/27/bkpctf2017-signed-shell-server/,,,3459,Signed Shell Server, Boston Key Party CTF 2017 ,CTFtime.org / Boston Key Party CTF 2017 / Signed Shell Server / Writeup
4125,http://www.megabeets.net/csaw-2016-kill/,5,,2797,Kill, CSAW CTF Qualification Round 2016 ,CTFtime.org / CSAW CTF Qualification Round 2016 / Kill / Writeup
1954,http://capturetheswag.blogspot.com.au/2015/10/hackover15-goto-150pt-reverse.html,,,1758,goto, Hackover CTF 2015 ,CTFtime.org / Hackover CTF 2015 / goto / Writeup
7441,https://david942j.blogspot.tw/2017/09/write-up-tokyo-westerns-ctf-2017-rev500.html,,,4609,Steganographer Revenge, Tokyo Westerns CTF 3rd 2017 ,CTFtime.org / Tokyo Westerns CTF 3rd 2017 / Steganographer Revenge / Writeup
7087,https://jbzteam.github.io/sha2017ctf/Compromised,4,forensics,4417,Compromised, SHA2017 CTF ,CTFtime.org / SHA2017 CTF / Compromised / Writeup
310,https://rdot.org/forum/showthread.php?t=2671,,,322,water, UCSB iCTF 2012 ,CTFtime.org / UCSB iCTF 2012 / water / Writeup
8414,https://amritabi0s.wordpress.com/2017/12/18/inctf-2017-sort-writeup/,,pwnable,5103,sort, InCTF 2017 ,CTFtime.org / InCTF 2017 / sort / Writeup
7520,https://github.com/p4-team/ctf/tree/master/2017-09-17-ekoparty/malbolge_misc,5,malbolge,4630,Malbolge, EKOPARTY CTF 2017 ,CTFtime.org / EKOPARTY CTF 2017 / Malbolge / Writeup
10872,https://lordidiot.github.io/2018-09-03/tokyowesterns-ctf-2018-swap-returns-pwn/,5,pwn,6510,Swap Returns, TokyoWesterns CTF 4th 2018 ,CTFtime.org / TokyoWesterns CTF 4th 2018 / Swap Returns / Writeup
2791,https://github.com/stypr/ctf/tree/master/2016/bkp_2016,,web,2100,Good Morning, Boston Key Party CTF 2016 ,CTFtime.org / Boston Key Party CTF 2016 / Good Morning / Writeup
9035,https://medium.com/@thereallulz/write-up-tamuctf-2018-miscellaneous-all-challenges-6f8e61bc3113,,,5394,Enum, TAMUctf 18 ,CTFtime.org / TAMUctf 18 / Enum / Writeup
10370,https://github.com/nguyenduyhieukma/CTF-Writeups/tree/master/Google%20CTF%20Quals/2018/Crypto-DOGESTORE,,cryptography,6226,DogeStore, Google Capture The Flag 2018 (Quals) ,CTFtime.org / Google Capture The Flag 2018 (Quals) / DogeStore / Writeup
5130,https://galhacktictrendsetters.wordpress.com/2016/12/21/sharifctf-7-blobfish/,,,3236,Blobfish, SharifCTF 7 ,CTFtime.org / SharifCTF 7 / Blobfish / Writeup
2856,https://tsublogs.wordpress.com/2016/03/14/0ctf-2016-quals-guestbook1-7-pts/,,,2136,Guestbook(1), 0CTF 2016 Quals ,CTFtime.org / 0CTF 2016 Quals / Guestbook(1) / Writeup
2073,http://vulnerablespace.blogspot.co.uk/2015/10/ctf-writeup-tum-ctf-teaser-whitebox.html,,reverse engineering,1803,whitebox crypto, TUM CTF Teaser ,CTFtime.org / TUM CTF Teaser / whitebox crypto / Writeup
1974,https://github.com/pwning/public-writeup/blob/master/hitcon2015/pwn300-readable/writeup.md,,,1767,readable, HITCON CTF 2015 Quals ,CTFtime.org / HITCON CTF 2015 Quals / readable / Writeup
10505,https://github.com/p4-team/ctf/tree/master/2018-07-21-ctfzone-quals/crypto_federation,,aes,6320,Federation Workflow System, CTFZone 2018 Quals ,CTFtime.org / CTFZone 2018 Quals / Federation Workflow System / Writeup
3017,http://hack.carleton.team/2016/05/08/keygenning-with-klee-and-hex-rays/,5,virtual,2234,Matryoshka Stage 2, Nuit du Hack CTF Quals 2016 ,CTFtime.org / Nuit du Hack CTF Quals 2016 / Matryoshka Stage 2 / Writeup
6077,https://github.com/DogodCTF/ctf-writeups/tree/master/volga-ctf-quals-2017/PyCrypto150,4.6,crypto,3700,PyCrypto, VolgaCTF 2017 Quals ,CTFtime.org / VolgaCTF 2017 Quals / PyCrypto / Writeup
4663,https://github.com/grocid/CTF/tree/master/Hack%20the%20vote/2016#babys-hands-300-p,,,3042,Baby&#39;s hands, Hack The Vote 2016 ,CTFtime.org / Hack The Vote 2016 / Baby&#39;s hands / Writeup
4632,https://zerosum0x0.blogspot.com/2016/11/hack-vote-wall-solution.html,,,3036,The Wall, Hack The Vote 2016 ,CTFtime.org / Hack The Vote 2016 / The Wall / Writeup
1087,https://github.com/ctfs/write-ups/tree/master/plaid-ctf-2014/sanity-check,,,1094,Sanity check, PlaidCTF 2014 ,CTFtime.org / PlaidCTF 2014 / Sanity check / Writeup
